message,link,permalink_url,created_time,type,name,id,shares/count,reactions/summary/total_count,reactions/summary/viewer_reaction,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment,message_tags/0/id,message_tags/0/name,message_tags/0/type,message_tags/0/offset,message_tags/0/length
"9/1開學囉!!! 
還是提不起勁嗎? 快揪同學一起來份超值多樣美味的 <$99群星餐>吧！
有漢堡、薯條、可樂、雞塊，還有金黃脆腿條! 新推出的經典辣味雞腿堡，更是酸甜香辣好過癮!

放學後，立馬來一份吧!！
 
快來下載優惠嘗鮮券，飲料免費升級
點我點我：http://ppt.cc/Vn0o",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/757838367622061/?type=3,https://www.facebook.com/kfctaiwan/posts/757839234288641:0,2014-09-01T14:47:46+0000,photo,Timeline Photos,324273577645211_757838367622061,39,708,NONE,708,false,false,ranked,48,false,,,,,
"Ｑ版【比司吉】我～回～來～了！
好不容易休假，來休閒的享受一下比司吉吧。

覺得我很可愛的粉絲大喊：「卡哇伊！」

點我點我:http://www.kfcclub.com.tw/　",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/754610611278170/?type=3,https://www.facebook.com/kfctaiwan/posts/755986347807263:0,2014-08-30T01:00:00+0000,photo,Timeline Photos,324273577645211_754610611278170,7,305,NONE,305,false,false,ranked,12,false,,,,,
"蜜汁烙烤雞腿歡樂【__＿】聚餐。
讓您中秋免烤、出一張嘴就好～

知道空格要填什麼的粉絲請、搶、答！

點我點我:http://www.kfcclub.com.tw/",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/752507538155144/?type=3,https://www.facebook.com/kfctaiwan/posts/755082831230948:0,2014-08-29T02:00:01+0000,photo,Timeline Photos,324273577645211_752507538155144,15,529,NONE,529,false,false,ranked,86,false,,,,,
"全家餐主食多了新選擇！
【New】蜜汁烙烤雞腿、咔啦脆雞、金黃薄脆雞、義式香草紙包雞
種類豐富不單調、美味桶桶任您選～

6塊雞桶全家餐$299，附餐任選2
8塊雞桶全家餐$399，附餐任選3
10塊雞桶全家餐$549，附餐任選5

留言告訴團長你可以嗑掉幾、塊、雞？",https://www.facebook.com/kfctaiwan/photos/a.327640700641832.75606.324273577645211/755386454533919/?type=3,https://www.facebook.com/kfctaiwan/posts/755389237866974:0,2014-08-28T18:46:00+0000,photo,Cover Photos,324273577645211_755386454533919,3,284,NONE,284,false,false,ranked,6,false,,,,,
"雞桶大挑戰！新上市【蜜汁烙烤雞腿雙拼全家餐】
無論性別、不分男女、通通集合、桶桶適合！

想吃的粉絲請大喊：「開吃啦！」看誰能今天能搶到頭香！

點我點我:http://www.kfcclub.com.tw/",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/752507094821855/?type=3,https://www.facebook.com/kfctaiwan/posts/754537117952186:0,2014-08-28T02:00:00+0000,photo,Timeline Photos,324273577645211_752507094821855,15,400,NONE,400,false,false,ranked,31,false,,,,,
"New【優惠卷】駕到～
省省省，8/26～10/13來到找肯德基，別忘了秀出這張優惠卷。（手機顯示or列印都可）
乳酪起司雞腿堡＋中可，馬上省＄２２

是省錢一族的粉絲，請、答、又！！　團長說：又～

優惠卷，馬上來:http://www.kfcclub.com.tw/Menu/Coupon/　",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/753291274743437/?type=3,https://www.facebook.com/kfctaiwan/posts/754237281315503:0,2014-08-27T16:00:00+0000,photo,Timeline Photos,324273577645211_753291274743437,70,528,NONE,528,false,false,ranked,9,false,,,,,
"【烙烤雞腿VS落跑新娘】
大家知道男主角讓女主角Say：Yes的關鍵是什麼嗎？

1.看不出幾克拉的鑽戒
2.肯德基蜜汁烙烤雞腿捧花
3.美少女戰士變身杖

看出來的粉絲請、作、答！",https://www.facebook.com/kfctaiwan/videos/753749808030917/,https://www.facebook.com/kfctaiwan/videos/753749808030917/,2014-08-27T03:06:44+0000,video,,324273577645211_753749808030917,5,137,NONE,137,false,false,ranked,6,false,,,,,
"肯德基【蜜汁烙烤雞腿重量級XL套餐】，等你來挑戰！
皮脆肉嫩的炸雞、多汁入味的烤雞、香甜滑嫩的蛋撻，全部都在這盒裡！

想吃的粉絲請喊：「我吃得下！」

點我點我:http://www.kfcclub.com.tw/",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/752506161488615/?type=3,https://www.facebook.com/kfctaiwan/posts/753724484700116:0,2014-08-27T02:00:01+0000,photo,Timeline Photos,324273577645211_752506161488615,23,626,NONE,626,false,false,ranked,79,false,,,,,
"＄９９ 群星餐，新上市【______腿堡】。
知道的粉絲，請、作、答！！

還有還有～別忘了要找錢喔>0<

點我點我:http://www.kfcclub.com.tw/",https://www.facebook.com/kfctaiwan/videos/753206941418537/,https://www.facebook.com/kfctaiwan/videos/753206941418537/,2014-08-26T06:21:22+0000,video,,324273577645211_753206941418537,18,313,NONE,313,false,false,ranked,43,false,,,,,
"【＄９９ 群星餐】重新登場，新上市【辣味雞腿堡】。
8/26～9/15憑卷or手機顯示 ＄９９群星Coupon 
馬上小可【免費up】成中可

曾經沒吃到的這次可別再錯過囉！

想吃的粉絲，請、喊、又！！

點我點我:http://www.kfcclub.com.tw/",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/750422158363682/?type=3,https://www.facebook.com/kfctaiwan/posts/753139784758586:0,2014-08-26T02:00:01+0000,photo,Timeline Photos,324273577645211_750422158363682,300,1447,NONE,1447,false,false,ranked,52,false,,,,,
,https://www.facebook.com/kfctaiwan/photos/a.327640700641832.75606.324273577645211/753123491426882/?type=3,https://www.facebook.com/kfctaiwan/posts/753123581426873,2014-08-26T01:20:17+0000,photo,KFC's cover photo,324273577645211_753123491426882,6,416,NONE,416,false,false,ranked,4,false,,,,,
"猜看看 是誰回來了？？
提示：ｘｘ群星餐，曾經三周掃空，一堆人都沒吃到＞０＜

粉絲們，請、搶、答！

點我點我:http://www.kfcclub.com.tw/",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/749943115078253/?type=3,https://www.facebook.com/kfctaiwan/posts/752443548161543:0,2014-08-25T02:00:01+0000,photo,Timeline Photos,324273577645211_749943115078253,2,378,NONE,378,false,false,ranked,58,false,,,,,
"誰家烤肉那麼香？原來是肯德基推出的【蜜汁烙烤雞腿】！
嚴選雞腿對切成好食用的棒腿和腿排；搭配新鮮佐料獨家醬汁醃漬入味，烤出超犯規的烙痕和香味！
大口咬下，皮香肉嫩、好吃到骨子裡！
快列印或手機出示此嚐鮮券，即可用$99吃到新品嚐鮮餐！

你想要Tag誰一起吃呢？

點我點我:http://www.kfcclub.com.tw/",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/750677641671467/?type=3,https://www.facebook.com/kfctaiwan/posts/752080611531170:0,2014-08-24T16:00:01+0000,photo,Timeline Photos,324273577645211_750677641671467,68,658,NONE,658,false,false,ranked,29,false,,,,,
"粉絲們有待過服務業嗎^^～
為了提供更好的食物和服務品質，
肯德基最前線的夥伴，今天也元氣十足的在現場努力唷！
請大家不吝嗇的給她們一個讚！跟團長一起留言：辛苦啦！",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/751155208290377/?type=3,https://www.facebook.com/kfctaiwan/posts/751155428290355,2014-08-23T06:22:25+0000,photo,Photos from KFC's post,324273577645211_751155428290355,3,1036,NONE,1036,false,false,ranked,32,false,,,,,
"怎麼選怎麼搭都好搭，粉絲們想要一次品嚐多種口味嗎？
肯德基全家餐，讓你不管男男女女，老老少少，胖胖瘦瘦，都、很、好、搭！

粉絲們你會怎麼搭呢？請、選、擇。

點我點我:http://www.kfcclub.com.tw/",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/744053049000593/?type=3,https://www.facebook.com/kfctaiwan/posts/750421968363701:0,2014-08-22T02:00:01+0000,photo,Timeline Photos,324273577645211_744053049000593,15,457,NONE,457,false,false,ranked,18,false,,,,,
"Ｑ版爺爺影の分身之術！
ㄟˊ到底有幾個爺爺在肯德基FUN假餐裡呢？

知道的粉絲，請、作、答！

點我點我:http://www.kfcclub.com.tw/",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/749326865139878/?type=3,https://www.facebook.com/kfctaiwan/posts/749784528427445:0,2014-08-21T02:00:00+0000,photo,Timeline Photos,324273577645211_749326865139878,8,475,NONE,475,false,false,ranked,308,false,,,,,
"【蜜汁烤雞翅】
小周末的夜裡，與朋友相聚聊天時，來個（烤雞翅＋小公園）絕對是團長個人的首選。
粉絲們你們與朋友相聚時，喜歡哪總方式呢？

A．飲料＋散步
Ｂ．烤雞翅＋小公園
Ｃ．沙啦＋下午茶店
Ｄ．桶餐＋朋友家

點我點我:http://www.kfcclub.com.tw/",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/744052679000630/?type=3,https://www.facebook.com/kfctaiwan/posts/749241868481711:0,2014-08-20T02:00:01+0000,photo,Timeline Photos,324273577645211_744052679000630,3,247,NONE,247,false,false,ranked,3,false,,,,,
"肯德基《乳酪起司雞腿堡》內，沒有下列哪種組合？

A. 咔啦雞腿排
B. 乳酪起司球
C. 新鮮萵苣

知道答案的粉絲請、作、答！

點我點我:http://www.kfcclub.com.tw/",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/744049842334247/?type=3,https://www.facebook.com/kfctaiwan/posts/748568955215669:0,2014-08-19T02:00:00+0000,photo,Timeline Photos,324273577645211_744049842334247,1,216,NONE,216,false,false,ranked,23,false,,,,,
"新的一天，新的開始，來杯濃醇香的【美式咖啡】來跟自己大聲說《加油》！

粉絲們為自己而奮鬥，大聲喊、加、油吧！

點我點我:http://www.kfcclub.com.tw/",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/744049279000970/?type=3,https://www.facebook.com/kfctaiwan/posts/747756075296957:0,2014-08-18T01:00:01+0000,photo,Timeline Photos,324273577645211_744049279000970,1,220,NONE,220,false,false,ranked,0,false,,,,,
"【紙包雞＿＿餐 $699】這是什麼豪華套餐呢～
義式香草紙包雞3份 + 咔拉脆雞8塊 + 雞汁風味飯3份 + 香酥脆薯(中)3份 

肚子餓的粉絲請按讚！知道答案的粉絲請、作、答！

點我點我:http://www.kfcclub.com.tw/",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/741110249294873/?type=3,https://www.facebook.com/kfctaiwan/posts/745595042179727:0,2014-08-15T02:00:00+0000,photo,Timeline Photos,324273577645211_741110249294873,12,407,NONE,407,false,false,ranked,36,false,,,,,
"動腦時間 ♫ ♪
天天上班的你容易看走眼嗎？來點小遊戲測試一下！     
裡面有一張圖是多餘的，請聰明的你挑出來！答案是～～～～？

點我點我:http://www.kfcclub.com.tw/",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/741111809294717/?type=3,https://www.facebook.com/kfctaiwan/posts/745012662237965:0,2014-08-14T02:00:01+0000,photo,Timeline Photos,324273577645211_741111809294717,5,285,NONE,285,false,false,ranked,87,false,,,,,
"一樣米養百樣人，一塊雞塊百種吃法。嘴饞的話，不如來塊香辣酸甜""韓式沾醬""上校雞塊！       

 粉絲們請說說，你一次可以吃、幾、塊？

點我點我:http://www.kfcclub.com.tw/",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/743423132396918/?type=3,https://www.facebook.com/kfctaiwan/posts/744476248958273:0,2014-08-13T02:00:01+0000,photo,Timeline Photos,324273577645211_743423132396918,6,324,NONE,324,false,false,ranked,3,false,,,,,
"乳酪起司堡【第二套半價】

暑假倒數優惠喔！！
期限即日起～2014/8/25而已！
半價後《乳酪起司堡套餐》只要＄６５（激省午晚餐時段）
還不趕快呼朋引伴來買～～～

點我點我:http://www.kfcclub.com.tw/",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/743920565680508/?type=3,https://www.facebook.com/kfctaiwan/posts/743921345680430:0,2014-08-12T03:18:06+0000,photo,Timeline Photos,324273577645211_743920565680508,48,388,NONE,388,false,false,ranked,20,false,,,,,
"【好康報告】
8/12~9/8
買1送1：買1本蛋撻熟客券 送1顆蛋撻
買3好禮2選1：買3本蛋撻熟客券，任選超值好禮
好禮1：原味蛋撻禮盒兌換券1張(市價$140)
好禮2：蛋撻下午茶兌換券3張(市價$165)

愛吃蛋塔的粉絲，請、答、又！

*外送不適用

點我點我:http://www.kfcclub.com.tw/",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/743467685725796/?type=3,https://www.facebook.com/kfctaiwan/posts/743888202350411:0,2014-08-12T02:00:01+0000,photo,Timeline Photos,324273577645211_743467685725796,34,353,NONE,353,false,false,ranked,55,false,,,,,
"每天早上趕上班，沒時間好好吃早餐？

【起司薯餅蛋捲餅】將金黃薯餅加上現炒嫩蛋和培根，淋上濃郁的起司醬，再用肯德基獨家餅皮將豐富餡料都捲起來烙烤。金黃香酥的薯餅，營養美味的嫩蛋、培根和起司醬，融合烙烤餅皮的焦香酥脆口感，新鮮手作美味帶著走，給你活力一整天！

熱愛起司的人，請、答、又！

點我點我:http://www.kfcclub.com.tw/""",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/741021482637083/?type=3,https://www.facebook.com/kfctaiwan/posts/743260482413183:0,2014-08-11T01:00:01+0000,photo,Timeline Photos,324273577645211_741021482637083,12,356,NONE,356,false,false,ranked,4,false,,,,,
"88節快樂!!       
父親節到囉~獨樂樂不如家樂樂   來個夏日FUN假餐~              
來跟爸爸一起享受一下吧                                            
Let's go ->http://www.kfcclub.com.tw/     夏日FUN假餐",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/738933352845896/?type=3,https://www.facebook.com/kfctaiwan/posts/741022505970314:0,2014-08-08T02:00:00+0000,photo,Timeline Photos,324273577645211_738933352845896,3,396,NONE,396,false,false,ranked,11,false,,,,,
"【土城金城店】開幕享優惠

土城的粉絲有福啦！
咔拉雞腿餐 原價$112 => 只要$85
快來快來~~~

地址：新北市土城區金城路二段269-271號 

網址:http://www.kfcclub.com.tw/News/Detail81.html",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/738930559512842/?type=3,https://www.facebook.com/kfctaiwan/posts/740430292696202:0,2014-08-07T02:00:01+0000,photo,Timeline Photos,324273577645211_738930559512842,14,337,NONE,337,false,false,ranked,8,false,,,,,
"【雲林斗六】開幕囉~~

斗六的朋友照過來！
8/6 9:00am 開始營運 
但在8/16 (周六) 隆重開幕，當天將會有剪綵及表演活動。
雲林的粉絲還在等什麼呢？？

點我點我:http://www.kfcclub.com.tw/",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/739898366082728/?type=3,https://www.facebook.com/kfctaiwan/posts/739898649416033,2014-08-06T01:50:58+0000,photo,Photos from KFC's post,324273577645211_739898649416033,15,379,NONE,379,false,false,ranked,13,false,,,,,
"【乳酪起司堡東西軍】粉絲們今天想吃酥脆可口的《乳酪起司雞腿堡》還是香氣四溢的《乳酪起司牛肉堡》？留言請、選、擇！

點我點我:http://www.kfcclub.com.tw/",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/737337366338828/?type=3,https://www.facebook.com/kfctaiwan/posts/739540622785169:0,2014-08-05T10:49:48+0000,photo,Timeline Photos,324273577645211_737337366338828,8,452,NONE,452,false,false,ranked,39,false,,,,,
"暈、暈、暈  早餐沒吃就會暈。
累、累、累  早餐沒吃就會累。
一工作就又暈又累，趕快來份美味早餐！套餐飲料咖啡、豆漿、奶茶《　》選一！知道答案的粉絲請、作、答！

點我點我:http://www.kfcclub.com.tw/",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/737337153005516/?type=3,https://www.facebook.com/kfctaiwan/posts/738795306193034:0,2014-08-04T01:00:01+0000,photo,Timeline Photos,324273577645211_737337153005516,8,334,NONE,334,false,false,ranked,24,false,,,,,
"粉絲們七夕情人節快樂 ♥
希望大家能夠平平安安，跟自己心愛的人在一起～",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/737366533002578/?type=3,https://www.facebook.com/kfctaiwan/posts/737482512990980:0,2014-08-01T16:00:03+0000,photo,Timeline Photos,324273577645211_737366533002578,8,430,NONE,430,false,false,ranked,0,false,,,,,
"『 Extra請你吃蛋撻 』
全台全家便利商店購買Extra任一NT39系列商品2包(含)以上，
至上網登錄發票每日前500名可獲得肯德基原味蛋撻一份，每日限量，動作要快喔！
 吃完喝完也別忘了嚼Extra，讓你牙齒變乾淨、笑容更自信！

．活動期間：2014年7月9日至2014年8月5日止，
．登錄發票 →http://www.extragum.com.tw/2014fmsp/",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/736641199741778/?type=3,https://www.facebook.com/kfctaiwan/posts/736752673063964:0,2014-07-31T08:00:00+0000,photo,Timeline Photos,324273577645211_736641199741778,7,188,NONE,188,false,false,ranked,0,false,,,,,
"【爺爺來找碴】解答篇
粉絲們有沒有被考倒呢？(捻鬍子)
留言告訴團長，你總共找到幾個碴？",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/736640796408485/?type=3,https://www.facebook.com/kfctaiwan/posts/736640906408474:0,2014-07-31T03:03:31+0000,photo,Timeline Photos,324273577645211_736640796408485,1,199,NONE,199,false,false,ranked,2,false,,,,,
【爺爺來找碴】團長來請粉絲們找爺爺的碴拉！共有5處不同，你能找到幾個？答案明天揭曉！,https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/736081883131043/?type=3,https://www.facebook.com/kfctaiwan/posts/736081996464365:0,2014-07-30T02:15:44+0000,photo,Timeline Photos,324273577645211_736081883131043,5,306,NONE,306,false,false,ranked,12,false,,,,,
"哞～ 肯德基首度推出牛肉堡
愛吃牛肉的民眾有口福，喜歡吃牛肉漢堡又多了新的選擇！
牛肉堡延續濃郁乳酪起司球與起司醬的絕佳組合外，特別採用牛豬完美比例的漢堡排，並以特製鐵盤烙烤至外表焦香，內嫩多汁的口感，將會是今夏喜愛牛肉堡的饕客們最獨特的美味新享受 ♥
http://www.kfcclub.com.tw/
肚子餓的粉絲請按讚！",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/735482556524309/?type=3,https://www.facebook.com/kfctaiwan/posts/735482689857629:0,2014-07-29T02:01:02+0000,photo,Timeline Photos,324273577645211_735482556524309,29,571,NONE,571,false,false,ranked,16,false,,,,,
"季節限定的「仲夏芒果氣泡飲」
 配上富含膳食纖維的奇亞籽 或 嚼感十足的心型蒟蒻，單點 $39
 夏日限定優惠第2件半價，買套餐只要加5元，中杯飲料就可升級為氣泡飲！
 ．活動期間：2014/7/8 - 8/11
 ．外送不適用
 想喝的粉絲請按讚！缺咖的粉絲請分享！",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/734954306577134/?type=3,https://www.facebook.com/kfctaiwan/posts/734954426577122:0,2014-07-28T02:10:39+0000,photo,Timeline Photos,324273577645211_734954306577134,11,530,NONE,530,false,false,ranked,12,false,,,,,
"漢堡壓一下、＿＿更香濃！
肯德基乳酪起司牛肉堡～最牛～
知道空格裡面是什麼的請、搶、答！",https://www.facebook.com/kfctaiwan/videos/733409333398298/,https://www.facebook.com/kfctaiwan/videos/733409333398298/,2014-07-25T11:32:30+0000,video,,324273577645211_733409333398298,5,187,NONE,187,false,false,ranked,26,false,,,,,
"『 Extra請你吃蛋撻 』
全台全家便利商店購買Extra任一NT39系列商品2包(含)以上，
至上網登錄發票每日前500名可獲得肯德基原味蛋撻一份，每日限量，動作要快喔！
 吃完喝完也別忘了嚼Extra，讓你牙齒變乾淨、笑容更自信！

．活動期間：2014年7月9日至2014年8月5日止，
．登錄發票 →http://www.extragum.com.tw/2014fmsp/",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/733294890076409/?type=3,https://www.facebook.com/kfctaiwan/posts/733312620074636:0,2014-07-25T07:00:00+0000,photo,Timeline Photos,324273577645211_733294890076409,6,189,NONE,189,false,false,ranked,0,false,,,,,
"【乳酪起司堡 ＿＿ 分享餐】
乳酪起司牛肉堡 + 乳酪起司雞腿堡 + 大薯*1 + 雞塊*4 + 玉米 + 中可*2

肚子餓的粉絲請按讚！知道空格要填什麼的粉絲請、作、答！",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/733198953419336/?type=3,https://www.facebook.com/kfctaiwan/posts/733199236752641:0,2014-07-25T01:49:45+0000,photo,Timeline Photos,324273577645211_733198953419336,16,581,NONE,581,false,false,ranked,75,false,,,,,
"期間限定的「蜜汁烤雞翅」
以獨家香料醃漬，刷上特調的蜜汁醬，甜而不膩的滋味讓人回味無窮
單點39元，搭配套餐或桶餐加購價只要29元喔！",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/732540936818471/?type=3,https://www.facebook.com/kfctaiwan/posts/732541163485115:0,2014-07-24T01:59:54+0000,photo,Timeline Photos,324273577645211_732540936818471,1,389,NONE,389,false,false,ranked,3,false,,,,,
"因應颱風襲台，為保障外送服務人員人身安全，如地方縣市政府宣布停止上班時，肯德基該縣市門市將暫停外送服務，僅保留外帶服務，造成不便，敬請見諒^^～

 停班停課公告：http://typhoon.ws/lifeinfo/stop_working",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/731577226914842/?type=3,https://www.facebook.com/kfctaiwan/posts/731577273581504:0,2014-07-22T09:39:57+0000,photo,Timeline Photos,324273577645211_731577226914842,110,2914,NONE,2914,false,false,ranked,43,false,,,,,
"乳酪起司堡系列新上市!
今天你想吃烙烤牛肉?還是薄脆雞腿?",https://www.facebook.com/kfctaiwan/photos/a.327640700641832.75606.324273577645211/731451493594082/?type=3,https://www.facebook.com/kfctaiwan/posts/731451570260741,2014-07-22T03:05:57+0000,photo,KFC's cover photo,324273577645211_731451493594082,8,354,NONE,354,false,false,ranked,14,false,,,,,
"肯德基新推出《乳酪起司牛肉堡》 ( 哞～ )
鮮嫩多汁的烙烤牛肉漢堡排搭配濃郁雙重起司，及胚芽麵包與洋蔥、蕃茄跟生菜多種好料，口感濃郁豐富，大口咬下享受多層次的美味！
搭配中可，嚐鮮價只要109元！讓你一口接一口，大呼滿足 ♥
想吃的粉絲請喊：又！",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/730879056984659/?type=3,https://www.facebook.com/kfctaiwan/posts/731081826964382:0,2014-07-21T16:00:01+0000,photo,Timeline Photos,324273577645211_730879056984659,37,605,NONE,605,false,false,ranked,54,false,,,,,
"【早餐烤餅東西軍】
粉絲們今天想吃《吮指嫩雞蛋烤餅》還是《起司薯餅蛋捲餅》？
留言請、選、擇！",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/730784416994123/?type=3,https://www.facebook.com/kfctaiwan/posts/730784470327451:0,2014-07-21T01:25:44+0000,photo,Timeline Photos,324273577645211_730784416994123,8,459,NONE,459,false,false,ranked,26,false,,,,,
"想吃炸雞．想吃脆腿條
還有還有香甜嫩Q的蜜汁烤雞翅
這一桶 通通能搞定！
『夏日＿＿＿假餐 $399』，知道空格要填什麼的粉絲請、作、答！",https://www.facebook.com/kfctaiwan/videos/729289993810232/,https://www.facebook.com/kfctaiwan/videos/729289993810232/,2014-07-18T02:01:22+0000,video,,324273577645211_729289993810232,13,193,NONE,193,false,false,ranked,48,false,,,,,
"任你選全家餐，桶桶自行選附餐！團長來調查一下～你們喜歡那些附餐呢？　

1. 中可*2
2. 中薯
3. 雞汁風味飯
4. 經典比司吉
5. 玉米濃湯
6. 經典玉米
7. 大雞米花
8. 鮮蔬沙拉",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/728804050525493/?type=3,https://www.facebook.com/kfctaiwan/posts/728804253858806:0,2014-07-17T02:21:04+0000,photo,Timeline Photos,324273577645211_728804050525493,12,481,NONE,481,false,false,ranked,54,false,,,,,
"好雞會！快到中國信託ATM拿【肯德基】獨家酷碰優惠
 1. 單點紐奧良烤半雞送小薯 + 小可
 2. 買咔啦脆雞*6 + 小薯 + 小可*2 特價249元
 3. 買咔啦雞腿堡套餐加送蜂蜜芥末嫩雞捲或經典原味雞腿堡
․肯德基餐廳查詢 ▶http://bit.ly/17WCjQ7
․中國信託粉絲獨享電影票，我要抽電影票 ▶http://goo.gl/XapGUX",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/728287723910459/?type=3,https://www.facebook.com/kfctaiwan/posts/728377160568182:0,2014-07-16T07:00:00+0000,photo,Timeline Photos,324273577645211_728287723910459,12,272,NONE,272,false,false,ranked,4,false,,,,,
"Fun暑假 輕鬆＿，朝肯德基出發 GO！
知道空格要填什麼的粉絲請、搶、答！

立馬下載優惠：http://www.kfcclub.com.tw/Menu/Coupon/",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/728263767246188/?type=3,https://www.facebook.com/kfctaiwan/posts/728263873912844:0,2014-07-16T02:36:44+0000,photo,Timeline Photos,324273577645211_728263767246188,26,440,NONE,440,false,false,ranked,43,false,,,,,
"哪個堡跑錯棚？
眼尖的粉絲請、作、答！",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/727681117304453/?type=3,https://www.facebook.com/kfctaiwan/posts/727681263971105:0,2014-07-15T02:19:46+0000,photo,Timeline Photos,324273577645211_727681117304453,29,1310,NONE,1310,false,false,ranked,791,false,,,,,
