message,link,permalink_url,created_time,type,name,id,shares/count,reactions/summary/total_count,reactions/summary/viewer_reaction,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment,message_tags/0/id,message_tags/0/name,message_tags/0/type,message_tags/0/offset,message_tags/0/length,message_tags/1/id,message_tags/1/name,message_tags/1/type,message_tags/1/offset,message_tags/1/length
"銅板輕鬆點 1+1=$50，全新登場！
別懷疑，不管是麥克雙牛堡配可樂，還是麥香鷄搭玉米濃湯，多種選擇任你搭配！1+1竟然只要50元，一餐輕鬆搞定！
http://bit.ly/CoinMenu",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/663351430374211/?type=3,https://www.facebook.com/mcdonalds.tw/posts/663585480350806:0,2013-11-20T02:00:00+0000,photo,Timeline Photos,101615286547831_663351430374211,115,228,NONE,228,false,false,chronological,30,false,,,,,,,,,,
"照過來~隱藏版『動感巨星』提前登台啦！
30年『咻』一下過去，如果回到麥當勞來台的1984，戒嚴的周末夜，你也歌照唱、舞照跳？快合成照片，讓你一秒變身！http://bit.ly/1984game",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/663260343716653/?type=3,https://www.facebook.com/mcdonalds.tw/posts/663260357049985:0,2013-11-19T10:55:50+0000,photo,Timeline Photos,101615286547831_663260343716653,64,9327,NONE,9327,false,false,chronological,53,false,,,,,,,,,,
這個週末出去玩，麥當勞超值午/晚餐讓你吃飯不用想，輕輕鬆鬆就搞定，祝大家週末愉快喔！,https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/661574440551910/?type=3,https://www.facebook.com/mcdonalds.tw/posts/661574453885242:0,2013-11-16T07:51:19+0000,photo,Timeline Photos,101615286547831_661574440551910,74,1717,NONE,1717,false,false,chronological,41,false,,,,,,,,,,
新一波冷空氣來襲，週一預計將下探14度！快趁週末準備好換季衣物，來杯熱玉米湯，逗陣抗寒！,,https://www.facebook.com/mcdonalds.tw/posts/661487010560653,2013-11-16T02:46:57+0000,status,,101615286547831_661487010560653,27,1928,NONE,1928,false,false,chronological,34,false,,,,,,,,,,
還記得當年為了一個Hello Kitty玩偶，在麥當勞大排長龍的景象嗎？為慶祝30週年，台灣第一家麥當勞(台北民生店)特別製作了一間經典玩具屋，歡迎大小朋友們一起來重溫回憶喔！,https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/659004377475583/?type=3,https://www.facebook.com/mcdonalds.tw/posts/660527337323287:0,2013-11-15T02:00:01+0000,photo,Timeline Photos,101615286547831_659004377475583,116,2948,NONE,2948,false,false,chronological,28,false,,,,,,,,,,
辛苦了一天，晚餐一定要好好犒賞自己！來麥當勞吧！約個好友，邊吃邊聊，放聲大笑也無妨。來這裡享受多樣美味選擇的超值午晚餐，也享受不一樣的夜晚！http://bit.ly/mcdinner,https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/659996397376381/?type=3,https://www.facebook.com/mcdonalds.tw/posts/659996404043047:0,2013-11-14T09:15:42+0000,photo,Timeline Photos,101615286547831_659996397376381,38,987,NONE,987,false,false,chronological,43,false,,,,,,,,,,
想一秒變身1984經典偶像？快換上米粉頭、大墊肩…變身八點檔主角、青春玉女掌門人、追風少年…回味1984麥當勞來台的經典，但你能駕馭嗎？http://bit.ly/1984game,https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/659435710765783/?type=3,https://www.facebook.com/mcdonalds.tw/posts/659860800723274:0,2013-11-14T02:00:01+0000,photo,Timeline Photos,101615286547831_659435710765783,72,3644,NONE,3644,false,false,chronological,51,false,,,,,,,,,,
【1984熱線廣播】全國熱情的民眾，為紀念麥當勞1984來到寶島，30年後的今天特別推出『台客沙茶鷄排堡』，台式正宗沙茶醬，伴佐酥嫩鷄排，辛辣回甘，真是受不了的酷，讓你愛也愛不完！http://bit.ly/19551984,https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/659003210809033/?type=3,https://www.facebook.com/mcdonalds.tw/posts/659317540777600:0,2013-11-13T02:00:01+0000,photo,Timeline Photos,101615286547831_659003210809033,605,16890,NONE,16890,false,false,chronological,369,false,,,,,,,,,,
秋高氣爽，台灣吹起冰淇淋風？麥當勞蛋捲冰淇淋口感濃郁只要超值$15，而且全台都吃得到喔！秋天濃郁的幸福，快來舔一口吧！,https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/657105894332098/?type=3,https://www.facebook.com/mcdonalds.tw/posts/657105910998763:0,2013-11-09T03:27:59+0000,photo,Timeline Photos,101615286547831_657105894332098,116,3263,NONE,3263,false,false,chronological,74,false,,,,,,,,,,
30週年「麥麥經典磁鐵」最後一款隱藏版揭曉！ ---原來是迷你版的麥當勞叔叔的大紅鞋！此款磁鐵將為慈善發聲，義賣所得將全數支持「麥當勞叔叔之家」，幫助遠地就醫兒童。套餐只要+$39就能得到，大家一起集愛心吧！ http://bit.ly/MchappyDay,https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/654967331212621/?type=3,https://www.facebook.com/mcdonalds.tw/posts/655362501173104:0,2013-11-06T02:00:02+0000,photo,Timeline Photos,101615286547831_654967331212621,1304,21891,NONE,21891,false,false,chronological,208,false,,,,,,,,,,
猜猜這是什麼？30週年「麥麥經典磁鐵」，最後一款終極”隱藏版”明天即將推出，請拭目以待！,https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/654929517883069/?type=3,https://www.facebook.com/mcdonalds.tw/posts/654960477879973:0,2013-11-05T08:00:01+0000,photo,Timeline Photos,101615286547831_654929517883069,87,1318,NONE,1318,false,false,chronological,49,false,,,,,,,,,,
採用100%澳洲純牛肉，製作過程絕無人工添加物，只要一點胡椒與鹽就是天然美味！讓消費者吃得安心，是麥當勞的保證。從產地到餐桌，以最嚴謹的態度對待食材，讓每一口都放心！,https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/652588998117121/?type=3,https://www.facebook.com/mcdonalds.tw/posts/652589011450453:0,2013-11-01T02:27:42+0000,photo,Timeline Photos,101615286547831_652588998117121,29,1335,NONE,1335,false,false,chronological,53,false,,,,,,,,,,
