message,link,permalink_url,created_time,type,name,id,shares/count,reactions/summary/total_count,reactions/summary/viewer_reaction,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment,message_tags/0/id,message_tags/0/name,message_tags/0/type,message_tags/0/offset,message_tags/0/length
"肯德基99群星餐，5大明星點名!
漢堡、薯條、金黃脆腿條、雞塊、可樂，還有新口味「煙燻口味雞腿堡」，一口氣吃到5種明星商品，超值組合，只要99元!
限時限量熱賣中! 下載嘗鮮券→ http://goo.gl/1gOAjX",http://goo.gl/1gOAjX,https://www.facebook.com/kfctaiwan/posts/869628216443075,2015-03-10T03:01:52+0000,link,肯德基99群星餐，5種美味只要99元! 限時限量熱賣中!,324273577645211_869628216443075,106,2370,NONE,2370,false,false,ranked,85,false,,,,,
"肯德基「起司夠濃才能說出你的 #謝謝濃」網路傳濃情，圓滿結束！(灑花)
凡分享活動圖片至facebook，按讚數最高的6位朋友，肯德基將送出價值一千元禮券！恭喜得獎者～謝謝大家的熱烈參與，也請大家繼續支持肯德基喔！",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/866784356727461/?type=3,https://www.facebook.com/kfctaiwan/posts/867951043277459:0,2015-03-08T03:00:01+0000,photo,Timeline Photos,324273577645211_866784356727461,1,209,NONE,209,false,false,ranked,7,false,,,,,
香脆炸雞、經典咔啦雞腿堡、精選早餐、外送特餐，趕快下載肯德基優惠券，超值美味帶著走！,http://www.kfcclub.com.tw/Menu/Coupon/?utm_source=FB&utm_medium=cpc_ppalink&utm_campaign=0308_CouponQ1W2,https://www.facebook.com/kfctaiwan/posts/864333993639164,2015-03-08T00:00:03+0000,link,吮指炸雞x甜蜜蛋撻，快下載最新肯德基優惠券！,324273577645211_864333993639164,135,3541,NONE,3541,false,false,ranked,25,false,,,,,
"春暖花開賞花去 <3 <3 <3
最近有沒有揪親友上山下海賞櫻花、賞杏花、弄杜鵑、採海竽呀？
出門前別忘了到肯德基買蛋撻，口味任選兩顆只要$49！
（出示圖片可立即兌換，快分享！）
＞載更多 #優惠券：http://goo.gl/tpLmWA

#COUPON #好康 #折扣",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/861374480601782/?type=3,https://www.facebook.com/kfctaiwan/posts/867205930018637:0,2015-03-07T06:00:03+0000,photo,Timeline Photos,324273577645211_861374480601782,11,345,NONE,345,false,false,ranked,3,false,,,,,
"賞花好食雞，就要肯德基！
內行的都知道，訂購 #好食雞同樂餐 去賞花最輕鬆！

＞#網路訂餐：http://goo.gl/nLraxv
＞#手機點餐：http://goo.gl/neBXVE
＞開車出門玩？找附近的 #點餐車道：http://goo.gl/lr7VFs",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/865524873520076/?type=3,https://www.facebook.com/kfctaiwan/posts/867126190026611:0,2015-03-07T02:40:05+0000,photo,Timeline Photos,324273577645211_865524873520076,2,258,NONE,258,false,false,ranked,0,false,,,,,
"我要漢堡、薯條、可樂、雞塊、金黃脆腿條，就是要肯德基99群星餐啦！！！
還有最新推出的「經典煙燻口味雞腿堡」，4/20前限期限量供應，搶購去！
＞網路訂餐：http://goo.gl/N1a9ES
＞更多資訊：http://goo.gl/JaxJvd",https://www.facebook.com/kfctaiwan/videos/864777533594810/,https://www.facebook.com/kfctaiwan/videos/864777533594810/,2015-03-06T02:30:00+0000,video,肯德基99群星餐，經典煙燻口味雞腿堡重磅推出,324273577645211_864777533594810,5,131,NONE,131,false,false,ranked,4,false,,,,,
"【$50有找，美味帶著走！】
圖中任一組合都只要$49，還不快下載更多優惠券，讓自己開心吃，輕鬆省：http://goo.gl/PCeQHR",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/860742923998271/?type=3,https://www.facebook.com/kfctaiwan/posts/866061126799784:0,2015-03-05T09:30:04+0000,photo,Timeline Photos,324273577645211_860742923998271,8,297,NONE,297,false,false,ranked,2,false,,,,,
"228連假結束了，等發3月薪水同時，肯德基給你最超值又營養的早餐選擇！
有菜、有蛋又有肉，陪你開啟活力的每一天！
3/3-3/9 限期推出 總匯歐姆蛋燒餅套餐 特價49元，限時優惠，錯過可惜！
詳情請上→http://goo.gl/oawPTG",http://goo.gl/oawPTG,https://www.facebook.com/kfctaiwan/posts/865482983524265,2015-03-04T08:31:42+0000,link,肯德基早餐天天省 多種美味49元起 開啟一天活力!,324273577645211_865482983524265,22,3875,NONE,3875,false,false,ranked,10,false,,,,,
一天滿滿的元氣就從早餐開始，肯德基美味早餐碰上義大利最受歡迎咖啡品牌LAVAZZA，給你最受歡迎的美味享受! 即日起至3/30止，早餐套餐49元起，全台34個門市限時限店供應中! 詳情請洽→http://goo.gl/fL5hmp,http://goo.gl/fL5hmp,https://www.facebook.com/kfctaiwan/posts/865430920196138,2015-03-04T06:31:49+0000,link,3/3-3/30，肯德基早餐碰上LAVAZZA好咖啡，限時限店供應中!,324273577645211_865430920196138,105,7175,NONE,7175,false,false,ranked,18,false,,,,,
"即使荷包再扁，也可以擁有最超值的美味組合?
肯德基99群星餐，5種美味一次給你最物超所值的享受!
漢堡、薯條、金黃脆腿條、雞塊、可樂，還有新口味「煙燻口味雞腿堡」，一口氣吃到5種明星商品，只要99元!
即日起限時限量熱賣中! 下載嘗鮮券飲料還可以再升級喔!
詳情請上→http://goo.gl/Aubs4K",https://www.facebook.com/kfctaiwan/videos/864964310242799/,https://www.facebook.com/kfctaiwan/videos/864964310242799/,2015-03-04T04:23:24+0000,video,,324273577645211_864964310242799,48,874,NONE,874,false,false,ranked,70,false,,,,,
"誰說速食店喝不到好品質的咖啡？來自義大利最受歡迎的咖啡品牌 #Lavazza，
搭配 #肯德基早餐 優惠套餐，只要$49起。新鮮美味，袋了就走
即日起至3/30，肯德基全台34個門市限時限店供應中！ 
詳情請上→http://goo.gl/xfrdxE",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/864927590246471/?type=3,https://www.facebook.com/kfctaiwan/posts/865270770212153:0,2015-03-03T23:00:04+0000,photo,Timeline Photos,324273577645211_864927590246471,9,202,NONE,202,false,false,ranked,0,false,,,,,
"228連假結束了，在等發3月薪水的同時，肯德基給你最超值優惠又營養的早餐選擇！
有菜、有蛋又有肉，陪你開啟活力的每一天！
3/3-3/9 限期推出 #總匯歐姆蛋燒餅套餐 特價，新鮮美味袋了就走～
#限時優惠，錯過可惜！ 
詳情請上→http://goo.gl/oawPTG",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/864880643584499/?type=3,https://www.facebook.com/kfctaiwan/posts/865052250234005:0,2015-03-03T13:30:02+0000,photo,Timeline Photos,324273577645211_864880643584499,3,173,NONE,173,false,false,ranked,1,false,,,,,
"肯德基 #99群星餐，物超所值，限時限量供應中！

肯德基推出$99群星餐，一次擁有五種明星餐點，荷包再扁，也可以吃到最超值的美味！
超值組合，限時限量供應中！詳情請上→http://goo.gl/37pLaQ
馬上訂餐→http://goo.gl/Ka2983",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/864258600313370/?type=3,https://www.facebook.com/kfctaiwan/posts/864791976926699:0,2015-03-03T03:00:03+0000,photo,Timeline Photos,324273577645211_864258600313370,26,460,NONE,460,false,false,ranked,28,false,,,,,
"肯德基推出$99群星餐，一次擁有5種明星餐點，即使荷包再扁，也可以吃到最超值的美味!
超值組合，限時限量供應中! 詳情請上→http://goo.gl/37pLaQ",http://goo.gl/37pLaQ,https://www.facebook.com/kfctaiwan/posts/864334696972427,2015-03-03T03:00:00+0000,link,肯德基$99群星餐，物超所值，限時限量供應中!,324273577645211_864334696972427,33,893,NONE,893,false,false,ranked,18,false,,,,,
一天滿滿的元氣就從早餐開始，肯德基美味早餐碰上義大利最受歡迎咖啡品牌LAVAZZA，給你最受歡迎的美味享受! 即日起至3/30止，早餐套餐49元起，全台34個門市限時限店供應中! 詳情請洽→http://goo.gl/fL5hmp,http://goo.gl/fL5hmp,https://www.facebook.com/kfctaiwan/posts/864782296927667,2015-03-03T02:42:56+0000,link,3/3-3/30，肯德基早餐碰上LAVAZZA好咖啡，限時限店供應中!,324273577645211_864782296927667,23,1717,NONE,1717,false,false,ranked,10,false,,,,,
"荷包扁扁又想吃得豐富美味又超值嗎？
#肯德基 #99群星餐 再出擊！
漢堡、薯條、雞塊、可樂、金黃脆腿條這­～麼澎湃的組合，還新增「 #經典煙燻口味雞腿堡」，一次享受肯德基­眾多經典美味，真的只要99元！
＞ #網路訂餐 ：http://goo.gl/US3BhI
＞ #手機點餐 ：http://goo.gl/d3IzXX
＞搶嚐鮮券：http://goo.gl/AQVOry
＞觀賞廣告：http://goo.gl/ZOrClW",https://www.facebook.com/kfctaiwan/photos/a.327640700641832.75606.324273577645211/864759916929905/?type=3,https://www.facebook.com/kfctaiwan/posts/864760023596561,2015-03-03T01:22:12+0000,photo,KFC's cover photo,324273577645211_864759916929905,2,218,NONE,218,false,false,ranked,8,false,,,,,
兩顆超人氣蛋撻、經典雞腿堡煙燻口味、限量供應金黃脆腿條，更多超值美味等你來搶便宜！,http://www.kfcclub.com.tw/Menu/Coupon/?utm_source=FB&utm_medium=cpc_ppalink&utm_campaign=0303_CouponQ1W2,https://www.facebook.com/kfctaiwan/posts/864327086973188,2015-03-03T00:00:01+0000,link,美味銅板價，肯德基優惠券就這麼划算！,324273577645211_864327086973188,74,3958,NONE,3958,false,false,ranked,37,false,,,,,
"連續假期放完，荷包一定空空如也，
肯德基將於明天推出最物超所值的套餐組合，只要99元！！
大家知道是什麼嗎？跟我們一起倒數吧～～",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/864256826980214/?type=3,https://www.facebook.com/kfctaiwan/posts/864257346980162:0,2015-03-02T07:52:33+0000,photo,Timeline Photos,324273577645211_864256826980214,3,230,NONE,230,false,false,ranked,13,false,,,,,
"～別．讓．自．己．不．開．心～
快抓住假期的尾巴狂嗑美味炸雞，七塊雞桶只要$248，寵愛自己趁現在！
（出示圖片可立即兌換，趕快分享！）
＞立即下載優惠券：http://goo.gl/rPNSpO",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/860800927325804/?type=3,https://www.facebook.com/kfctaiwan/posts/863721480367082:0,2015-03-01T10:00:03+0000,photo,Timeline Photos,324273577645211_860800927325804,10,208,NONE,208,false,false,ranked,0,false,,,,,
"三種起司交織在嘴裡濃得化不開，這麼誘人的體驗，就在肯德基！
#三重起司金豬堡 激省午晚餐$129，等你來品嘗！

＞#網路訂餐：http://goo.gl/VFMR8i
＞#手機點餐：http://goo.gl/OcUwpx",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/860680180671212/?type=3,https://www.facebook.com/kfctaiwan/posts/863573580381872:0,2015-03-01T03:10:03+0000,photo,Timeline Photos,324273577645211_860680180671212,1,155,NONE,155,false,false,ranked,0,false,,,,,
"連假有要出門玩耍嗎？
#肯德基快取GO 快速點餐車道還有加購超值優惠，你最想吃哪樣？
即日起~2015/3/31都適用，快把圖片存下來，手機出示即享優惠！
＞找肯德基 #點餐車道：http://goo.gl/J7sMNh
＞先用 #手機點餐 快速取餐：http://goo.gl/7Hyv1s

#DriveThru #DriveThrough #228",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/860691930670037/?type=3,https://www.facebook.com/kfctaiwan/posts/862957157110181:0,2015-02-28T02:20:03+0000,photo,Timeline Photos,324273577645211_860691930670037,5,162,NONE,162,false,false,ranked,3,false,,,,,
"好嗨森！又放～假～囉～
有沒有再揪好朋友們來家裡開趴、打牌、閒扯淡啊？
肯德基推出各式餐點組合，輕鬆滿足6張、8張、10張嘴，更多好朋友一起來都OK，還能外送到家喔！

＞#網路訂餐：http://goo.gl/qBVLWT
＞#手機點餐：http://goo.gl/mcOAyF
＞電話點餐：4128-000(手機直撥加02)",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/860663860672844/?type=3,https://www.facebook.com/kfctaiwan/posts/862406410498589:0,2015-02-27T02:30:05+0000,photo,Timeline Photos,324273577645211_860663860672844,7,261,NONE,261,false,false,ranked,2,false,,,,,
"【新竹新豐．歡喜慶開幕】
看過來看過來，即日起到4月6日，#肯德基 新竹新豐店限定好康看這張就對啦～
新竹的捧油們請喊又！記得去報到享優惠喔～

我是新竹人 #新開幕",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/861760163896547/?type=3,https://www.facebook.com/kfctaiwan/posts/861913870547843:0,2015-02-26T09:40:01+0000,photo,Timeline Photos,324273577645211_861760163896547,28,248,NONE,248,false,false,ranked,6,false,245058473438,我是新竹人,page,73,5
"倒數4天！再不快把握機會品嘗 #雙濃起司金雞 x #三重起司金豬堡 的 黃金組合就快來不及啦～
（印出或手機出示圖片立即兌換）
＞下載更多優惠券：http://goo.gl/BA8XWz
＞小提醒：漢堡可更換為 #乳酪起司雞腿堡 喔～",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/860688214003742/?type=3,https://www.facebook.com/kfctaiwan/posts/861776433894920:0,2015-02-26T02:10:03+0000,photo,Timeline Photos,324273577645211_860688214003742,7,209,NONE,209,false,false,ranked,10,false,,,,,
"過年期間胃口被撐大的人舉手！(＠゜▽゜@)ノ~~~
沒關係，肯德基重量級XL套餐給你大份量的飽足感～
你想吃 #雙濃起司金雞、#乳酪起司雞腿堡、#咔啦雞腿堡、吮指雙雞、還是 #蜜汁烙烤雞腿排？

＞肯德基訂餐：http://goo.gl/xpbyJ7（加入會員還享首購禮！）
＞手機訂餐：http://goo.gl/jXLfmI",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/860661320673098/?type=3,https://www.facebook.com/kfctaiwan/posts/861270647278832:0,2015-02-25T03:00:02+0000,photo,Timeline Photos,324273577645211_860661320673098,8,322,NONE,322,false,false,ranked,2,false,,,,,
"開工嚕！！！大家新年過得愉快嗎？
想必擁有很多值得回憶的感動吧？有感動就有感謝，
肯德基【起司夠濃 才能說出經典的 #謝謝濃】活動，幫你把說不口的感謝傳達給想要感謝的對象，
不論是家人、朋友都有值得感謝的時刻，參加活動還有機會抽千元肯德基禮券！詳情請洽→http://goo.gl/8zs3i1",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/847933861945844/?type=3,https://www.facebook.com/kfctaiwan/posts/860662714006292:0,2015-02-24T03:00:01+0000,photo,Timeline Photos,324273577645211_847933861945844,3,241,NONE,241,false,false,ranked,1,false,,,,,
"吃膩早餐店了嗎？肯德基給你美味新選擇！
#肯德基早餐天天省，套餐49元起。即日起至3/30止，週週推出不同早餐優惠，吃出不同早餐新享受，開啟每一天的活力！詳情請上 http://goo.gl/2qo8FU",http://www.kfcclub.com.tw/event/2015breakfastsp?utm_source=facebookppl&utm_medium=weekone0224&utm_campaign=0213,https://www.facebook.com/kfctaiwan/posts/853642398041657,2015-02-24T00:00:01+0000,link,肯德基早餐天天省 多種美味49元起 開啟一天活力!,324273577645211_853642398041657,62,4120,NONE,4120,false,false,ranked,17,false,,,,,
"大家早安！！！春節年假過後的第一個上班上學日， 肯德基給你好康優惠，讓你開工不BLUE，從早餐開始HAPPY。
肯德基美味早餐天天省，套餐49元起， #限時優惠，即日起～3/30止，天天省10元！
詳情請上→http://goo.gl/muk50A",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/858967107509186/?type=3,https://www.facebook.com/kfctaiwan/posts/860581610681069:0,2015-02-23T23:00:00+0000,photo,Timeline Photos,324273577645211_858967107509186,6,213,NONE,213,false,false,ranked,2,false,,,,,
"蝦咪！年假就要結束了！喔不～～～
趕快大啖 #肯德基 #好食雞同樂餐，讓美味炸雞和經典蛋撻為連假劃下開心燦爛的句點～

＞#網路訂餐：http://goo.gl/1gBVKi （加入會員還享首購禮！）
＞#手機訂餐：http://goo.gl/Oyc81Y",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/855358401203390/?type=3,https://www.facebook.com/kfctaiwan/posts/860089027396994:0,2015-02-23T03:00:03+0000,photo,Timeline Photos,324273577645211_855358401203390,2,265,NONE,265,false,false,ranked,1,false,,,,,
"春節最佳 #伴手禮 就是這一味！
超討喜的 #檸檬巧克力蛋撻 x 經典的原味蛋撻，$129就能帶著走～這麼超值的雙色禮盒蛋撻，多買多賺哇！！趕快分享出去～～
(此優惠限搭配全家餐加點)

#肯德基 #蛋撻 #蛋塔",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/840070659398831/?type=3,https://www.facebook.com/kfctaiwan/posts/859423884130175:0,2015-02-22T03:00:00+0000,photo,Timeline Photos,324273577645211_840070659398831,6,246,NONE,246,false,false,ranked,3,false,,,,,
"年菜已經吃了幾天，年初三換換口味，讓辛苦的媽媽休息一下吧～
#肯德基 準備超澎湃的多金派對餐$1,999，用 #雙濃起司金雞、 #蛋撻禮盒、#紐奧良手扒雞、拼盤、雞塊、可樂，輕鬆滿足十幾張嘴！
＞#網路訂餐：http://goo.gl/6JUOrM
＞#手機訂餐：http://goo.gl/6tVDst",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/853121271427103/?type=3,https://www.facebook.com/kfctaiwan/posts/858878937518003:0,2015-02-21T03:30:03+0000,photo,Timeline Photos,324273577645211_853121271427103,5,272,NONE,271,false,false,ranked,8,false,,,,,
"新的一年如何吃出好運氣？
《肯德基 新春168好運袋》讓你吃甜甜，好過年！
【雙色蛋撻禮盒(6顆)+瓶可(1.25L)還加送限量KFC紅包袋】
咬下金元寶蛋撻…讓你口口吃進福氣財氣一路發！！
團長新春爆料：紅包袋背面還送優惠喔！",http://goo.gl/4JKlH9,https://www.facebook.com/kfctaiwan/posts/855330177872879,2015-02-20T07:00:00+0000,link,《肯德基新春168好運袋》讓你吃甜甜．過好年,324273577645211_855330177872879,16,3469,NONE,3469,false,false,ranked,10,false,,,,,
"新春到！六六大順好運來！
吃年菜搭六顆 #蛋撻 讓你好運一整年！
$168超省好運組合熱賣中，錯過可惜！！
ㄟ，帶這個去拜年超稱頭的啦～

＞找附近 #肯德基，搶購去：http://goo.gl/fSa3X0

#蛋塔 #檸檬巧克力蛋撻",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/840069799398917/?type=3,https://www.facebook.com/kfctaiwan/posts/858034780935752:0,2015-02-20T03:00:04+0000,photo,Timeline Photos,324273577645211_840069799398917,5,227,NONE,227,false,false,ranked,7,false,,,,,
"說Cheese，就可以吃Cheese囉～肯德基《#雙濃起司金雞》以最佳比例混合金黃 #切達 和白色 #馬芝瑞拉起司，鋪撒在外表酥脆、內裡鮮嫩的炸雞上，再烘烤至起司香酥微焦。雙料爆濃起司搭配鮮嫩多汁炸雞，就是要和你濃在一起～
＞#網路訂餐：http://goo.gl/z61kZO
＞#手機訂餐：http://goo.gl/wC5QOi
＞雙濃起司金雞，幫你傳濃情：http://goo.gl/Qrw6Xb

#Cheese #金雞報喜",https://www.facebook.com/kfctaiwan/videos/855081631231067/,https://www.facebook.com/kfctaiwan/videos/855081631231067/,2015-02-19T10:00:00+0000,video,肯德基雙濃起司金雞，就愛跟你濃在一起,324273577645211_855081631231067,3,98,NONE,98,false,false,ranked,2,false,,,,,
"粉絲們：羊年得意、#新年快樂！
祝福所有朋友羊年行大運，事事順心如意，身體健康！
拿到紅包後有沒有跟家人說謝謝呀？
肯德基【起司夠濃　才能說出經典的 #謝謝濃】活動，幫你把話大聲說出來，
讓爸爸媽媽爺爺奶奶叔叔阿姨感受最濃情蜜意的感謝吧～
＞活動詳情→http://goo.gl/lrcX1n
＞#網路訂餐 試吃去→http://goo.gl/nVZSiz
＞#手機訂餐 好方便→http://goo.gl/dHLa5Y",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/847864658619431/?type=3,https://www.facebook.com/kfctaiwan/posts/857255211013709:0,2015-02-19T03:00:05+0000,photo,Timeline Photos,324273577645211_847864658619431,3,271,NONE,271,false,false,ranked,4,false,,,,,
"恭喜恭喜新年好！肯德基 #雙濃起司金雞 『金雞報喜餐』，過年親友團聚的最佳選擇！
鮮嫩多汁的炸雞搭上香濃番茄醬及濃郁起司，香濃到讓你忍不住大喊CHEESE～～
＞『金雞報喜餐』含10塊炸雞(雙濃起司金雞*5 + #咔啦脆雞*5)、原味蛋撻禮盒、大薯、大雞米花、1.25升瓶可，只要$569！
＞ #肯德基訂餐：http://goo.gl/vMZL6i

#春節 #拜年 #新年好 #CNY2015",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/836706033068627/?type=3,https://www.facebook.com/kfctaiwan/posts/856715717734325:0,2015-02-18T02:20:03+0000,photo,Timeline Photos,324273577645211_836706033068627,12,340,NONE,340,false,false,ranked,3,false,,,,,
"喜迎羊年就要發發發！
#雙濃起司金雞 888派對餐，吃了讓你闔家平安發．發．發～
＞外送專線：4128-000(手機直撥前加02)
＞#網路訂餐：http://goo.gl/CFLpol
＞#手機訂餐：http://goo.gl/xJPvqB
（即日起~2/24撥打4128-000，提前一小時預約自取此套餐，報優惠編號F10，立即加贈兩杯中可！）

#肯德基訂餐 #年菜",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/845042088901688/?type=3,https://www.facebook.com/kfctaiwan/posts/855942921144938:0,2015-02-17T02:57:05+0000,photo,Timeline Photos,324273577645211_845042088901688,4,283,NONE,283,false,false,ranked,2,false,,,,,
