message,link,permalink_url,created_time,type,name,id,shares/count,reactions/summary/total_count,reactions/summary/viewer_reaction,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment,message_tags/0/id,message_tags/0/name,message_tags/0/type,message_tags/0/offset,message_tags/0/length,message_tags/1/id,message_tags/1/name,message_tags/1/type,message_tags/1/offset,message_tags/1/length,message_tags/2/id,message_tags/2/name,message_tags/2/type,message_tags/2/offset,message_tags/2/length,message_tags/3/id,message_tags/3/name,message_tags/3/type,message_tags/3/offset,message_tags/3/length
"【酸甜蘋果丁．一口鍾情的好味道】
吃了飽飽一餐沒有甜點就不對勁哇！來顆 #蜜香烤蘋果蛋撻 吧！甜而不膩完美口感，大口咬下好滿足！d(=^･ω･^=)b

＞#網路訂餐 限定優惠：買桶餐加$109就有雙色蛋撻禮盒呦！http://goo.gl/QV4h1x

#蛋塔 #肯德基",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/806619682743929/?type=3,https://www.facebook.com/kfctaiwan/posts/817559324983298:0,2014-12-17T09:20:00+0000,photo,Timeline Photos,324273577645211_806619682743929,8,201,NONE,201,false,false,ranked,1,false,,,,,,,,,,,,,,,,,,,,
"獨特醬汁搭配鮮嫩多汁的咔啦脆雞，酸酸甜甜的驚奇口感，讓人吮指回味、欲罷不能！
嚐鮮餐只要【＿＿元】，知道的粉絲請作答！
＞餐點內含：一塊 #A咔派對雞 + 一塊 #咔啦脆雞 + 中可
＞馬上訂外送：http://goo.gl/DPR3H6
（小提醒：此圖並非兌換券，粉絲直接蒞臨餐廳點購A咔派對雞嚐鮮餐，立即享嚐鮮價$99）

＊圖片僅供參考，產品以實物為準。數量有限售完為止。限非早餐時段供應",http://goo.gl/DPR3H6,https://www.facebook.com/kfctaiwan/posts/817527041653193,2014-12-17T09:07:06+0000,link,A咔派對雞,324273577645211_817527041653193,32,4373,NONE,4373,false,false,ranked,253,false,,,,,,,,,,,,,,,,,,,,
"【肯德基《#麻辣代言人》挑戰多層次16連拍活動得獎名單公佈】
 
感謝你、妳和你的熱情參與，每張照片都非常麻辣帶勁！
 
恭喜以下超人氣得獎者，可分別獲得「KFC現金禮券1000元」乙份(以下為Facebook ID)
• Chi Han Chen
• Cherry Pop
• Kitty Juan
請各位得獎者在收到通知後，依照通知內容回覆獎品寄送聯絡資料，以便順利收到獎品喔！

肯德基《麻辣代言人》活動小組

#大紅袍麻辣紙包雞",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/817009981704899/?type=3,https://www.facebook.com/kfctaiwan/posts/817011178371446,2014-12-16T11:30:00+0000,photo,Photos from KFC's post,324273577645211_817011178371446,1,100,NONE,100,false,false,ranked,2,false,,,,,,,,,,,,,,,,,,,,
"【今日超限定！】
前120名新加入肯德基網路訂餐會員，首購滿額$450元，可立即獲得今年聖誕必看KUSO喜劇「阿呆與阿瓜：賤招拆招」電影兌換券乙張！先搶先贏，送完為止！
＞立即到肯德基 #網路訂餐，搶購 #A咔派對雞：http://goo.gl/0Iwg3j
＊肯德基將依據網路訂餐系統紀錄判定得獎資格，並於額滿後主動通知並寄送電影兌換券給得獎者。
＞「阿呆與阿瓜就在 #肯德基」好康活動進行中！http://goo.gl/PpZp5Q

#阿呆阿瓜賤招拆招 #今日限定 #贈票
華聯國際 ｜ 樂到家國際娛樂股份有限公司",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/812610392144858/?type=3,https://www.facebook.com/kfctaiwan/posts/816884448384119:0,2014-12-16T02:00:01+0000,photo,Timeline Photos,324273577645211_812610392144858,3,139,NONE,139,false,false,ranked,0,false,552736818171370,華聯國際,page,240,4,102495566531553,樂到家,page,247,13,,,,,,,,,,
"聚餐多到炸的年底，KFC特別推出《A咔派對雞》，以獨特醬汁搭配鮮嫩多汁的咔啦雞肉，酸酸甜甜的驚奇口感，給你解放的好滋味！同時推出 《FUN 4享樂拼盤》，有鮮甜味美的黃金魷魚球及蟹味棒、勁爆雞米花、大薯，豐富美味一次網羅～年末聚餐的最佳選擇！

＞『阿呆與阿瓜就在肯德基』活動限時開催中：http://goo.gl/PpZp5Q 
＞ #網路訂餐：http://goo.gl/dfbrGV

餐點組合：
＊《 #A咔派對雞》嚐鮮價：$99
＊《A咔派對雞》重量級XL套餐：$155
＊《A咔派對雞》解放餐：$499
＊《 #FUN4享樂拼盤》單點：$299",https://www.facebook.com/kfctaiwan/photos/a.327640700641832.75606.324273577645211/816848651721032/?type=3,https://www.facebook.com/kfctaiwan/posts/816848698387694,2014-12-16T00:54:15+0000,photo,KFC's cover photo,324273577645211_816848651721032,4,172,NONE,172,false,false,ranked,5,false,,,,,,,,,,,,,,,,,,,,
"Monday如何不Blue？
呼朋引伴大啖美食就對啦！
快告訴團長，你最愛哪套餐？

＞#網路訂餐：http://goo.gl/MvSTLL 
＞電話訂餐　速撥：412-8000（手機撥打前面加02）",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/814157468656817/?type=3,https://www.facebook.com/kfctaiwan/posts/816304401775457:0,2014-12-15T02:02:00+0000,photo,Timeline Photos,324273577645211_814157468656817,24,357,NONE,357,false,false,ranked,7,false,,,,,,,,,,,,,,,,,,,,
"【熱情徵才－新店光明餐廳】召募全時段計時服務員！歡迎活潑外向、具有服務熱忱的你(妳)加入！

＞工作內容：依標準程序製作餐點、服務顧客、維護用餐環境清潔
＞工作時間：早班_08:00-17:00／中班_11:00-20:00／晚班_17:00-24:00／打烊班_22:00-00:30
＞待遇：時薪NT$115／小時

＞職缺詳情：http://goo.gl/Bkt1W7
＞所有職缺：http://goo.gl/6WBYGq

歡迎上班族、在校生、二度就業人才及社會新鮮人應徵。",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/813049755434255/?type=3,https://www.facebook.com/kfctaiwan/posts/815773168495247:0,2014-12-14T03:50:01+0000,photo,Timeline Photos,324273577645211_813049755434255,3,209,NONE,209,false,false,ranked,1,false,,,,,,,,,,,,,,,,,,,,
"【只剩３天！！】(ﾟДﾟ)
還沒吃到網路討論度超高的 #大紅袍麻辣紙包雞 ？
快把握最後機會，別讓好朋友笑你落伍～只供應到12/15喔～
＊嚐鮮價：$99
＊重量級XL套餐：$165
＊八塊雙拼餐：$399

＞找最近的肯德基：http://goo.gl/tgZBvv
＞#網路訂餐：http://goo.gl/35FSZV

#肯德基 #紙包雞",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/814135418659022/?type=3,https://www.facebook.com/kfctaiwan/posts/815187425220488:0,2014-12-13T03:20:01+0000,photo,Timeline Photos,324273577645211_814135418659022,,123,NONE,123,false,false,ranked,4,false,,,,,,,,,,,,,,,,,,,,
"今年底最歡樂的雙重好康來了！快「參加」看詳情：http://goo.gl/PpZp5Q 
《好康一》12/16起憑「阿呆與阿瓜：賤招拆招」電影票根到全台肯德基門市，立即享有「A咔派對雞套餐」第二套半價優惠！

《好康二》12/16起新加入肯德基網路訂餐會員，首次訂餐超過$450，前120名可立即獲得「阿呆與阿瓜：賤招拆招」電影兌換券！

#阿呆與阿瓜賤招拆招｜ 華聯國際 ｜ 樂到家國際娛樂股份有限公司",https://www.facebook.com/events/1521906031413198/,https://www.facebook.com/kfctaiwan/posts/814732171932680,2014-12-12T03:37:53+0000,event,看阿呆與阿瓜電影、吃肯德基A咔派對雞,324273577645211_814732171932680,,104,NONE,104,false,false,ranked,5,false,552736818171370,華聯國際,page,183,4,102495566531553,樂到家,page,190,13,,,,,,,,,,
"如果這些嚐鮮券瞬間變成一大堆香噴噴、熱呼呼的 #蜜香烤蘋果蛋撻，有多好啊～(扭)
別等了，現在就去買！

＞找最近的 #肯德基：http://goo.gl/K3v5gu

 #蛋塔",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/809424669130097/?type=3,https://www.facebook.com/kfctaiwan/posts/814268295312401:0,2014-12-11T09:09:01+0000,photo,Timeline Photos,324273577645211_809424669130097,12,337,NONE,337,false,false,ranked,4,false,,,,,,,,,,,,,,,,,,,,
"烤的好？炸的好？
能讓人吮指回味的，都好！
發現好康優惠立即分享，最好！快快轉出去～～

＞給我更多 #優惠券：http://goo.gl/U9fKdx
（印出或手機出示優惠券圖片都能兌換）
#Coupon #好康 #折價券",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/809449495794281/?type=3,https://www.facebook.com/kfctaiwan/posts/813651422040755:0,2014-12-10T03:23:00+0000,photo,Timeline Photos,324273577645211_809449495794281,34,328,NONE,328,false,false,ranked,5,false,,,,,,,,,,,,,,,,,,,,
"【肯德基送你最新蘋果6…顆蛋撻】
什麼最in！？送蘋果6…顆蛋撻最in！
還可升級 ""6 PLUS""：買蛋撻禮盒+$20銅板價就多 1 顆 #蜜香烤蘋果蛋撻 ！

＞立即網路點餐！http://goo.gl/FxDMXw
＞更多推薦餐點：http://goo.gl/fCdJN5

#蛋塔 #限量贈品 #肯德基",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/807068676032363/?type=3,https://www.facebook.com/kfctaiwan/posts/812661008806463:0,2014-12-08T10:28:01+0000,photo,Timeline Photos,324273577645211_807068676032363,22,415,NONE,415,false,false,ranked,0,false,,,,,,,,,,,,,,,,,,,,
"恭喜蘇文聖成為第二波大紅袍麻辣紙包雞 #麻辣代言人！
請各位務必拿起放大鏡仔細端詳他那生動、激烈的表情！
到底多激烈？得獎者表示「因為太激烈，事後發現他把自己的T-Shirt扯壞了...」

溫馨小提醒：天氣冷，各位品嘗麻辣紙包雞時，請勿過度撕扯身上衣物唷！^.<

1000元現金券還在贈送中，活動將於今日(12/8)23:59結束！
＞把握最後幾個小時，秀出你的16連拍：http://www.fever38.com/promo-kfctaiwan-93273
＞立即 #網路訂餐：http://goo.gl/ln2G13",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/810893862316511/?type=3,https://www.facebook.com/kfctaiwan/posts/812649998807564:0,2014-12-08T10:00:01+0000,photo,Timeline Photos,324273577645211_810893862316511,3,165,NONE,165,false,false,ranked,0,false,,,,,,,,,,,,,,,,,,,,
"親愛的，我要送你蘋果6...顆！
～#蜜香烤蘋果蛋撻 廣告搶先看～
看完就餓了？走！出發吃好料啦！ (＠゜▽゜@)ノ

＞尋找最近的肯德基：http://goo.gl/8y2cqs

#肯德基．美味你我關係",https://www.facebook.com/kfctaiwan/videos/810990728973491/,https://www.facebook.com/kfctaiwan/videos/810990728973491/,2014-12-07T03:20:00+0000,video,,324273577645211_810990728973491,7,206,NONE,206,false,false,ranked,1,false,,,,,,,,,,,,,,,,,,,,
"Are you ready?

＞#網路訂餐：http://goo.gl/zrUpI5

#Xmas #Christmas #肯德基",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/801973689875195/?type=3,https://www.facebook.com/kfctaiwan/posts/811492212256676:0,2014-12-06T03:00:01+0000,photo,Timeline Photos,324273577645211_801973689875195,4,305,NONE,305,false,false,ranked,0,false,,,,,,,,,,,,,,,,,,,,
"WOW！蜜汁烙烤雞腿排、美味炸雞、薯條、蛋撻、可樂這～～麼澎湃只要$499！！！
 #肯德基 #優惠券 就這麼殺，就這麼省！
＊給我所有 #COUPON：http://goo.gl/HFeL6J
（印出或手機出示圖片都能兌換）

ED-74 此券限外送使用，且只適用電話訂餐(412-8000)，恕不適用網路訂餐
＊此券餐點包含：4塊 #蜜汁烙烤雞腿排 +4塊炸雞+2包小薯+2顆原味蛋撻+4杯小可
＊其他注意事項：
1.限非早餐時段，不得與其他優惠活動或優惠券併用
2.使用前請先告之點餐人員優惠券編號
3..圖片僅供參考，產品以餐廳實際供應為準，肯德基保有修改優惠的權利；部分餐廳恕不供應此餐點
4.飲料不可更換；炸雞不可指定部位，可選金黃薄脆雞或咔啦脆雞；蜜汁烙烤雞腿排恕不可更換",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/810904762315421/?type=3,https://www.facebook.com/kfctaiwan/posts/810919645647266:0,2014-12-05T03:30:01+0000,photo,Timeline Photos,324273577645211_810904762315421,109,2663,NONE,2663,false,false,ranked,64,false,,,,,,,,,,,,,,,,,,,,
"這年頭，吃早餐都這麼划算der~
#肯德基早餐 優惠不藏私，一人份早餐$50以內就搞定！
還不趕快把 #COUPON 轉分享出去？

＞更多 #優惠券 看這裡：http://goo.gl/PFHB8T （印出或手機出示圖片都能兌換喔！）",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/807000569372507/?type=3,https://www.facebook.com/kfctaiwan/posts/810850388987525:0,2014-12-05T00:30:00+0000,photo,Timeline Photos,324273577645211_807000569372507,58,392,NONE,392,false,false,ranked,2,false,,,,,,,,,,,,,,,,,,,,
"考考你：1000元能買幾份 #大紅袍麻辣紙包雞？
趕快參加 #麻辣代言人 網路海選，你可能就是【千元現金禮券】的超人氣得獎者！1000元就能買好多好多麻辣紙包雞來吃喔～～
＞網路參賽：http://www.fever38.com/promo-kfctaiwan-93273
＞馬上訂餐，親自體驗香、麻、辣：http://goo.gl/EwunTG

#肯德基 #16連拍",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/809980019074562/?type=3,https://www.facebook.com/kfctaiwan/posts/810514569021107:0,2014-12-04T09:30:00+0000,photo,Timeline Photos,324273577645211_809980019074562,3,143,NONE,143,false,false,ranked,3,false,,,,,,,,,,,,,,,,,,,,
"#肯德基 全國優惠券，歡樂駕到～ <3
無論是聖誕、跨年、辦趴踢，歡聚時刻的首選就是肯德基！
馬上下載 #優惠券，輕鬆選、開心吃大餐：http://goo.gl/KMxjIo
（手機出示 #折價券 圖片也能兌換喔～）
#COUPON #好康",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/806997492706148/?type=3,https://www.facebook.com/kfctaiwan/posts/809842745754956:0,2014-12-03T03:30:01+0000,photo,Timeline Photos,324273577645211_806997492706148,37,445,NONE,445,false,false,ranked,6,false,,,,,,,,,,,,,,,,,,,,
"搭啦～ #蜜香烤蘋果蛋撻 甜滋滋現身！ヽ(✿ﾟ▽ﾟ)ノ
憑券買蜜香烤蘋果蛋撻2顆只要$49，趕快印出來！趕快存起來！趕快．．．趕快衝去嚐鮮啦～～～

#優惠券 #蛋塔 #肯德基",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/807057459366818/?type=3,https://www.facebook.com/kfctaiwan/posts/809303045808926:0,2014-12-02T02:40:00+0000,photo,Timeline Photos,324273577645211_807057459366818,104,848,NONE,848,false,false,ranked,25,false,,,,,,,,,,,,,,,,,,,,
"萬眾期待的 #肯德基 經典新口味蛋撻即將甜蜜上市～
猜猜看！是什麼口味？

#蛋塔",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/807057279366836/?type=3,https://www.facebook.com/kfctaiwan/posts/808781945861036:0,2014-12-01T03:57:39+0000,photo,Timeline Photos,324273577645211_807057279366836,2,357,NONE,357,false,false,ranked,32,false,,,,,,,,,,,,,,,,,,,,
"【熱情徵才－台中後車站餐廳】召募計時服務員，歡迎活潑外向、具有服務熱忱的你(妳)加入！
＞工作內容：依標準程序製作餐點、服務顧客、維護用餐環境清潔
＞工作時間：晚班: 17:00-24:00／打烊班: 22:00-00:30
＞待遇：時薪NT$115/小時

＞職缺詳情：http://goo.gl/SROazW
＞所有職缺：http://goo.gl/6WBYGq

台中生活通 大台中生活圈",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/806036492802248/?type=3,https://www.facebook.com/kfctaiwan/posts/806966746042556:0,2014-11-28T02:00:00+0000,photo,Timeline Photos,324273577645211_806036492802248,2,278,NONE,278,false,false,ranked,0,false,304941100184,大台中生活圈,page,191,6,,,,,,,,,,,,,,,
"月底口袋快空空了？
快用 #肯德基 #優惠券 輕鬆省、聰明吃！
#咔啦雞腿堡 + 炸雞 + 小可只要$109，有夠划算～～(♥´▽`♥)

＞更多 #Coupon：http://goo.gl/jg6d0P",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/803219243083973/?type=3,https://www.facebook.com/kfctaiwan/posts/806469596092271:0,2014-11-27T02:00:01+0000,photo,Timeline Photos,324273577645211_803219243083973,41,448,NONE,448,false,false,ranked,13,false,,,,,,,,,,,,,,,,,,,,
"#麻辣代言人 
最後一波巡迴海選，高雄站圓滿結束！
還玩不夠? 還沒挑戰到，想試試看?

沒關係，還有網路版海選，歡迎上網挑戰：
http://www.fever38.com/promo-kfctaiwan-93273",https://www.facebook.com/kfctaiwan/photos/a.806134846125746.1073741834.324273577645211/806137616125469/?type=3,https://www.facebook.com/kfctaiwan/posts/806141592791738,2014-11-26T12:43:51+0000,photo,麻辣代言人 拍貼機巡迴第四站-高雄站前,324273577645211_806137616125469,,6,NONE,6,false,false,ranked,0,false,,,,,,,,,,,,,,,,,,,,
"團長超私藏．KFC x Duncan Design獨家合作的五支迴紋針有新家了～
恭喜參加分享活動的以下得獎者！
OrTis Chen、蔡耀瑩、Candy Chen、潘怡蓉、董小娟！（掌聲～）
記得要回覆團長的私訊來領獎喔！^^

＞想吃 #大紅袍麻辣紙包雞：http://goo.gl/xvWvQb
＞參加 #麻辣代言人 16連拍：http://www.fever38.com/promo-kfctaiwan-93273",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/805905416148689/?type=3,https://www.facebook.com/kfctaiwan/posts/805907719481792:0,2014-11-26T01:58:04+0000,photo,Timeline Photos,324273577645211_805905416148689,1,230,NONE,230,false,false,ranked,7,false,544241848968882,Duncan,page,12,13,,,,,,,,,,,,,,,
"WHOA! 原來 小環妞幸福足跡 也吃了 #大紅袍麻辣紙包雞！
而且她還說了... 「超激推！」
「這是今年冬天一定要吃到的食物喔!!!」
羞～( ^ω^)

＞趕快趕快，晚餐就要這一味：http://goo.gl/D58jUw",http://wkitty.pixnet.net/blog/post/32975836,https://www.facebook.com/kfctaiwan/posts/804944402911457,2014-11-24T11:16:22+0000,link,【熱門美食】肯德基大紅袍麻辣紙包雞，辣中帶麻又入味，冬天必吃美食！ @ ★小環妞♥♡幸福足跡★ :: 痞客邦 PIXNET ::,324273577645211_804944402911457,,105,NONE,105,false,false,ranked,0,false,209382915795840,小環妞幸福足跡,page,9,7,,,,,,,,,,,,,,,
"聽說超搶手的 KFC x Duncan Design 迴紋針快換完了？
團長幫你A好康！
11/25(二)上午11:59前，公開分享此貼文到自己的塗鴉牆上並留言：「我愛肯德基大紅袍麻辣紙包雞，快跟我一起搶當 #麻辣代言人：http://www.fever38.com/promo-kfctaiwan-93273」就有機會把團長私藏的五支迴紋針之一帶回家！只有這次，錯過可惜！

＞馬上訂來吃：http://goo.gl/zKb7kn

＊活動注意事項：
1.五位幸運得主11/26於粉絲頁公佈
2.分享於活動期間必須設為「公開」，否則喪失獲獎資格
3.嚴禁使用假帳號或惡意程式騙取獲獎資格，肯德基對活動進行方式、辦法、得獎資格保有完整解釋權",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/801962306543000/?type=3,https://www.facebook.com/kfctaiwan/posts/804348369637727:0,2014-11-23T10:30:00+0000,photo,Timeline Photos,324273577645211_801962306543000,46,201,NONE,201,false,false,ranked,46,false,544241848968882,Duncan,page,13,13,,,,,,,,,,,,,,,
"我準備好收看第51屆 #金馬獎 頒獎典禮了！你呢？
就讓 #蜜汁烙烤雞腿 烤炸雙享餐陪我們度過星光燦爛的這一夜！
＞#網路訂餐：http://goo.gl/x1QSOT
＞金馬獎官方網站：http://goo.gl/x1QSOT

#goldenhorse #肯德基",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/802665743139323/?type=3,https://www.facebook.com/kfctaiwan/posts/803788009693763:0,2014-11-22T10:00:00+0000,photo,Timeline Photos,324273577645211_802665743139323,2,240,NONE,240,false,false,ranked,2,false,,,,,,,,,,,,,,,,,,,,
"台北捷運 #松山線 開通，你搭過了沒？
走！放假就來個捷運輕旅行 X #肯德基 好料之旅！

＞找肯德基：http://goo.gl/qQ8i84
＞通車優惠：http://goo.gl/9CrvNQ
＞#台北捷運 全線圖：http://goo.gl/HzUfs5",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/803305009742063/?type=3,https://www.facebook.com/kfctaiwan/posts/803649479707616:0,2014-11-22T02:20:00+0000,photo,Timeline Photos,324273577645211_803305009742063,1,146,NONE,146,false,false,ranked,2,false,,,,,,,,,,,,,,,,,,,,
"麻辣十六連拍最後倒數，巡迴海選最後一站：高雄！
熱情港都的捧由們，還不快站出來，把 #麻辣代言人 寶座留在高雄？
11/22(六)、11/23(日) 11am - 8pm #肯德基 高雄站前餐廳(高雄市三民區建國三路23號)
我們不．見．不．散！

＞馬上挑戰：http://www.fever38.com/promo-kfctaiwan-93273

#大紅袍麻辣紙包雞 #16連拍",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/803199923085905/?type=3,https://www.facebook.com/kfctaiwan/posts/803372869735277:0,2014-11-21T14:00:02+0000,photo,Timeline Photos,324273577645211_803199923085905,,97,NONE,97,false,false,ranked,0,false,,,,,,,,,,,,,,,,,,,,
"#麻辣代言人 
認為自己不輸他們，更能表現16種香麻辣表情?
最後一波巡迴海選，就在高雄！ 等你來挑戰！

11/22(六)、11/23(日) 11am - 8pm 《高雄》肯德基高雄站前餐廳",https://www.facebook.com/kfctaiwan/photos/a.802684676470763.1073741833.324273577645211/802685033137394/?type=3,https://www.facebook.com/kfctaiwan/posts/802691799803384,2014-11-20T11:25:43+0000,photo,麻辣代言人 拍貼機巡迴第三站-新竹大同,324273577645211_802685033137394,,7,NONE,7,false,false,ranked,0,false,,,,,,,,,,,,,,,,,,,,
"誰最能表現16種香麻辣表情！？
是她！恭喜EMA成為第1波 #麻辣代言人！*✲ﾟ*｡✧٩(●˙▽˙●)۶*✲ﾟ*｡✧
最後一波現場海選，等你來挑戰！

＞現場參賽：11/22(六)、11/23(日) 11am - 8pm 肯德基高雄站前餐廳（高雄市三民區建國三路23號）
＞網路參加：http://www.fever38.com/promo-kfctaiwan-93273

#大紅袍麻辣紙包雞 #肯德基 #16連拍",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/801989529873611/?type=3,https://www.facebook.com/kfctaiwan/posts/802141719858392:0,2014-11-19T13:30:00+0000,photo,Timeline Photos,324273577645211_801989529873611,,119,NONE,119,false,false,ranked,2,false,,,,,,,,,,,,,,,,,,,,
"小週末．寵愛自己一下！
馬上撥打好料專線4128-000(手機撥打記得先加02)，報上優惠密語 ED-70，香噴噴的 #蜜汁烙烤雞腿、#咔啦雞腿堡 和澎湃好料直接外送到你面前！

想吃的粉絲請喊「快給我烙烤雞！」

＞其他 #優惠券：http://goo.gl/Zxipyp

#肯德基外送",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/801493163256581/?type=3,https://www.facebook.com/kfctaiwan/posts/801942203211677:0,2014-11-19T03:00:00+0000,photo,Timeline Photos,324273577645211_801493163256581,12,325,NONE,325,false,false,ranked,1,false,,,,,,,,,,,,,,,,,,,,
"什麼讓他們那～～麼驚豔？
是 #大紅袍麻辣紙包雞 香、麻、辣的好滋味！
搭配 #優惠券 $299立即享好康，馬上轉分享！
（手機出示優惠券照片也能換呦～）

＞更多 #coupon：http://goo.gl/TdK2bQ
＞搶當 #麻辣代言人：http://www.fever38.com/promo-kfctaiwan-93273",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/798950343510863/?type=3,https://www.facebook.com/kfctaiwan/posts/801432973262600:0,2014-11-18T03:00:01+0000,photo,Timeline Photos,324273577645211_798950343510863,5,173,NONE,173,false,false,ranked,1,false,,,,,,,,,,,,,,,,,,,,
"【填問卷，送 #咔啦脆雞！】
只要憑在肯德基消費發票上的調查序號，在消費後三天內上網填答5分鐘問卷，就可於下次購買桶/套餐時免費獲得咔啦脆雞一塊！
＞＞發票找出來，馬上 #填問卷： http://goo.gl/RDoUQw

#肯德基以客為尊為客瘋狂 #survey",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/789399174465980/?type=3,https://www.facebook.com/kfctaiwan/posts/801134976625733:0,2014-11-17T13:45:00+0000,photo,Timeline Photos,324273577645211_789399174465980,8,239,NONE,239,false,false,ranked,5,false,,,,,,,,,,,,,,,,,,,,
"狀態顯示為：好餓....
謝謝Yuki's Life超美味的試吃分享！

＞立即訂餐：http://goo.gl/WuGGg0",http://yukiblog.tw/read-3388.html,https://www.facebook.com/kfctaiwan/posts/800914119981152,2014-11-17T04:15:01+0000,link,新品上市【肯德基大紅袍麻辣紙包雞】秋冬限定16種多層次香麻辣感~現場吃&買回家一樣好吃! - Yuki's Life,324273577645211_800914119981152,4,190,NONE,190,false,false,ranked,2,false,208877985792966,Yuki's Life,page,15,11,,,,,,,,,,,,,,,
"什麼車這～麼拉風？
原來是 #肯德基 專送熱呼呼美味的外送喔都拜啦～
考考眼尖的粉絲：想吃美味炸雞時要搜尋「＿＿＿＿＿」？
請．搶．答！

＞現在就訂：http://goo.gl/i9VE45",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/798999046839326/?type=3,https://www.facebook.com/kfctaiwan/posts/800488636690367:0,2014-11-16T10:50:01+0000,photo,Timeline Photos,324273577645211_798999046839326,2,231,NONE,231,false,false,ranked,18,false,,,,,,,,,,,,,,,,,,,,
"討論度破表的 #大紅袍麻辣紙包雞 你吃了沒？
網友瘋傳的 #麻辣代言人 活動你參加了沒？
都還沒？看影片、轉分享、然後趕快行動啦～～～

＞＞馬上點餐：http://goo.gl/2ybiHR
＞＞參加活動：http://www.fever38.com/promo-kfctaiwan-93273",http://youtu.be/mCZm58wit1c,https://www.facebook.com/kfctaiwan/posts/789540721118492,2014-11-15T11:30:01+0000,video,肯德基大紅袍麻辣紙包雞-尋找麻辣代言人16連拍篇,324273577645211_789540721118492,,71,NONE,71,false,false,ranked,0,false,,,,,,,,,,,,,,,,,,,,
"【16連拍，到底怎麼拍？】
第一：請先　用心品嘗　#麻辣紙包雞。
第二：咀嚼的同時閉上眼睛，細細品味，感受16種辛香料在嘴中引爆。
第三：引爆的瞬間，全～身～放～鬆～，任由味蕾神經帶動臉部肌肉。
如此一來，你就可達成 #16連拍 的境界。
＞週末親臨現場挑戰去！11/15(六)、11/16(日) 11am - 8pm 肯德基新竹大同餐廳 （新竹市北區大同路1.3.5號）
＞馬上挑戰 #麻辣代言人：http://www.fever38.com/promo-kfctaiwan-93273",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/797727553633142/?type=3,https://www.facebook.com/kfctaiwan/posts/799382856800945:0,2014-11-14T03:30:01+0000,photo,Timeline Photos,324273577645211_797727553633142,,98,NONE,98,false,false,ranked,4,false,,,,,,,,,,,,,,,,,,,,
"冷嗎？累嗎？一起加油～～（拍拍）
#肯德基．一直陪著你和妳！ <3 <3

兩顆 #蛋撻 只要$49，優惠券＞＞http://goo.gl/wLkv8b",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/798885756850655/?type=3,https://www.facebook.com/kfctaiwan/posts/798964326842798:0,2014-11-13T08:20:00+0000,photo,Timeline Photos,324273577645211_798885756850655,3,220,NONE,220,false,false,ranked,0,false,,,,,,,,,,,,,,,,,,,,
